統計年度,資料來源,分析標的,分析內容,統計項目,統計項目說明,分析結果值,分析結果單位
102,運動現況調查,不同程度運動比例,規律運動,年齡,拒答,16.4,百分比
102,運動現況調查,不同程度運動比例,拒答,年齡,整體,0,百分比
102,運動現況調查,不同程度運動比例,拒答,年齡,13-17歲,0,百分比
102,運動現況調查,不同程度運動比例,拒答,年齡,18-24歲,0,百分比
102,運動現況調查,不同程度運動比例,拒答,年齡,25-29歲,0,百分比
102,運動現況調查,不同程度運動比例,拒答,年齡,30-34歲,0,百分比
102,運動現況調查,不同程度運動比例,拒答,年齡,35-39歲,0,百分比
102,運動現況調查,不同程度運動比例,拒答,年齡,40-44歲,0,百分比
102,運動現況調查,不同程度運動比例,拒答,年齡,45-49歲,0.1,百分比
102,運動現況調查,不同程度運動比例,拒答,年齡,50-54歲,0,百分比
102,運動現況調查,不同程度運動比例,拒答,年齡,55-59歲,0,百分比
102,運動現況調查,不同程度運動比例,拒答,年齡,60-64歲,0,百分比
102,運動現況調查,不同程度運動比例,拒答,年齡,65-69歲,0,百分比
102,運動現況調查,不同程度運動比例,拒答,年齡,70歲及以上,0,百分比
102,運動現況調查,不同程度運動比例,拒答,年齡,拒答,0,百分比
102,運動現況調查,不同程度運動比例,沒有運動,身體質量指數,整體,17.9,百分比
102,運動現況調查,不同程度運動比例,沒有運動,身體質量指數,過輕,18.3,百分比
102,運動現況調查,不同程度運動比例,沒有運動,身體質量指數,標準,16.6,百分比
102,運動現況調查,不同程度運動比例,沒有運動,身體質量指數,過重,16.6,百分比
102,運動現況調查,不同程度運動比例,沒有運動,身體質量指數,肥胖,23.1,百分比
102,運動現況調查,不同程度運動比例,沒有運動,身體質量指數,不知道/拒答,33.8,百分比
102,運動現況調查,不同程度運動比例,極少運動,身體質量指數,整體,3.2,百分比
102,運動現況調查,不同程度運動比例,極少運動,身體質量指數,過輕,4.1,百分比
102,運動現況調查,不同程度運動比例,極少運動,身體質量指數,標準,3.3,百分比
102,運動現況調查,不同程度運動比例,極少運動,身體質量指數,過重,2.5,百分比
102,運動現況調查,不同程度運動比例,極少運動,身體質量指數,肥胖,3.1,百分比
102,運動現況調查,不同程度運動比例,極少運動,身體質量指數,不知道/拒答,5.6,百分比
102,運動現況調查,不同程度運動比例,低度運動,身體質量指數,整體,16.4,百分比
102,運動現況調查,不同程度運動比例,低度運動,身體質量指數,過輕,17.8,百分比
102,運動現況調查,不同程度運動比例,低度運動,縣市,臺北市,15,百分比
102,運動現況調查,不同程度運動比例,低度運動,縣市,桃園市,18.6,百分比
102,運動現況調查,不同程度運動比例,低度運動,縣市,臺中市,16.6,百分比
102,運動現況調查,不同程度運動比例,低度運動,縣市,臺南市,16.5,百分比
102,運動現況調查,不同程度運動比例,低度運動,縣市,高雄市,15.9,百分比
102,運動現況調查,不同程度運動比例,低度運動,縣市,基隆市,15.9,百分比
102,運動現況調查,不同程度運動比例,低度運動,縣市,新竹縣,17.9,百分比
102,運動現況調查,不同程度運動比例,低度運動,縣市,新竹市,17.9,百分比
102,運動現況調查,不同程度運動比例,低度運動,縣市,苗栗縣,16.4,百分比
102,運動現況調查,不同程度運動比例,低度運動,縣市,彰化縣,15.9,百分比
102,運動現況調查,不同程度運動比例,低度運動,縣市,南投縣,13,百分比
102,運動現況調查,不同程度運動比例,低度運動,縣市,雲林縣,13.4,百分比
102,運動現況調查,不同程度運動比例,低度運動,縣市,嘉義縣,15,百分比
102,運動現況調查,不同程度運動比例,低度運動,縣市,嘉義市,15.6,百分比
102,運動現況調查,不同程度運動比例,低度運動,縣市,屏東縣,18.2,百分比
102,運動現況調查,不同程度運動比例,低度運動,縣市,宜蘭縣,15.5,百分比
102,運動現況調查,不同程度運動比例,低度運動,縣市,花蓮縣,14.5,百分比
102,運動現況調查,不同程度運動比例,低度運動,縣市,臺東縣,14.5,百分比
102,運動現況調查,不同程度運動比例,低度運動,縣市,澎湖縣,15.1,百分比
102,運動現況調查,不同程度運動比例,低度運動,縣市,金門縣,18.8,百分比
102,運動現況調查,不同程度運動比例,低度運動,縣市,連江縣,11.7,百分比
102,運動現況調查,不同程度運動比例,偶爾運動,縣市,整體,31.3,百分比
102,運動現況調查,不同程度運動比例,偶爾運動,縣市,新北市,31.8,百分比
102,運動現況調查,不同程度運動比例,偶爾運動,縣市,臺北市,34.8,百分比
102,運動現況調查,不同程度運動比例,偶爾運動,縣市,桃園市,33,百分比
102,運動現況調查,不同程度運動比例,偶爾運動,縣市,臺中市,30.7,百分比
102,運動現況調查,不同程度運動比例,偶爾運動,縣市,臺南市,30.6,百分比
102,運動現況調查,不同程度運動比例,偶爾運動,縣市,高雄市,30.3,百分比
102,運動現況調查,不同程度運動比例,偶爾運動,縣市,基隆市,29.4,百分比
102,運動現況調查,不同程度運動比例,偶爾運動,縣市,新竹縣,32.1,百分比
102,運動現況調查,不同程度運動比例,偶爾運動,縣市,新竹市,34.1,百分比
109,運動現況調查,有無運動比例,沒有運動,縣市,臺中市,16.8,百分比
109,運動現況調查,有無運動比例,沒有運動,縣市,臺南市,21.1,百分比
109,運動現況調查,有無運動比例,沒有運動,縣市,高雄市,17.5,百分比
109,運動現況調查,有無運動比例,沒有運動,縣市,基隆市,16.3,百分比
109,運動現況調查,有無運動比例,沒有運動,縣市,新竹縣,17.4,百分比
109,運動現況調查,有無運動比例,沒有運動,縣市,新竹市,15.1,百分比
109,運動現況調查,有無運動比例,沒有運動,縣市,苗栗縣,15.8,百分比
109,運動現況調查,有無運動比例,沒有運動,縣市,彰化縣,17.9,百分比
109,運動現況調查,有無運動比例,沒有運動,縣市,南投縣,17.5,百分比
109,運動現況調查,有無運動比例,沒有運動,縣市,雲林縣,19.4,百分比
109,運動現況調查,有無運動比例,沒有運動,縣市,嘉義縣,21.8,百分比
109,運動現況調查,有無運動比例,沒有運動,縣市,嘉義市,16.6,百分比
109,運動現況調查,有無運動比例,沒有運動,縣市,屏東縣,15.2,百分比
109,運動現況調查,有無運動比例,沒有運動,縣市,宜蘭縣,17.6,百分比
109,運動現況調查,有無運動比例,沒有運動,縣市,花蓮縣,16.3,百分比
109,運動現況調查,有無運動比例,沒有運動,縣市,臺東縣,20.6,百分比
109,運動現況調查,有無運動比例,沒有運動,縣市,澎湖縣,18.4,百分比
109,運動現況調查,有無運動比例,沒有運動,縣市,金門縣,14.9,百分比
109,運動現況調查,有無運動比例,沒有運動,縣市,連江縣,11.7,百分比
109,運動現況調查,有無運動比例,有運動,縣市,整體,82.8,百分比
109,運動現況調查,有無運動比例,有運動,縣市,新北市,81.5,百分比
109,運動現況調查,有無運動比例,有運動,縣市,臺北市,86.6,百分比
109,運動現況調查,有無運動比例,有運動,縣市,桃園市,84.1,百分比
109,運動現況調查,有無運動比例,有運動,縣市,臺中市,83.2,百分比
109,運動現況調查,有無運動比例,有運動,縣市,臺南市,78.9,百分比
109,運動現況調查,有無運動比例,有運動,縣市,高雄市,82.5,百分比
109,運動現況調查,有無運動比例,有運動,縣市,基隆市,83.7,百分比
109,運動現況調查,有無運動比例,有運動,縣市,新竹縣,82.6,百分比
109,運動現況調查,有無運動比例,有運動,縣市,新竹市,84.9,百分比
109,運動現況調查,有無運動比例,有運動,縣市,苗栗縣,84.2,百分比
109,運動現況調查,有無運動比例,有運動,縣市,彰化縣,82.1,百分比
109,運動現況調查,有無運動比例,有運動,縣市,南投縣,82.5,百分比
109,運動現況調查,有無運動比例,有運動,縣市,雲林縣,80.6,百分比
109,運動現況調查,有無運動比例,有運動,縣市,嘉義縣,78.2,百分比
109,運動現況調查,有無運動比例,有運動,縣市,嘉義市,83.4,百分比
109,運動現況調查,有無運動比例,有運動,縣市,屏東縣,84.8,百分比
109,運動現況調查,有無運動比例,有運動,縣市,宜蘭縣,82.4,百分比
109,運動現況調查,有無運動比例,有運動,縣市,花蓮縣,83.7,百分比
109,運動現況調查,有無運動比例,有運動,縣市,臺東縣,79.4,百分比
109,運動現況調查,有無運動比例,有運動,縣市,澎湖縣,81.6,百分比
109,運動現況調查,有無運動比例,有運動,縣市,金門縣,85.1,百分比
109,運動現況調查,有無運動比例,有運動,縣市,連江縣,88.3,百分比
102,運動現況調查,不同程度運動比例,沒有運動,性別,整體,17.9,百分比
102,運動現況調查,不同程度運動比例,沒有運動,性別,男,15.3,百分比
102,運動現況調查,不同程度運動比例,沒有運動,性別,女,20.5,百分比
102,運動現況調查,不同程度運動比例,極少運動,性別,整體,3.2,百分比
102,運動現況調查,不同程度運動比例,極少運動,性別,男,1.9,百分比
102,運動現況調查,不同程度運動比例,極少運動,性別,女,4.5,百分比
102,運動現況調查,不同程度運動比例,低度運動,性別,整體,16.4,百分比
102,運動現況調查,不同程度運動比例,低度運動,性別,男,13.9,百分比
102,運動現況調查,不同程度運動比例,低度運動,性別,女,18.8,百分比
102,運動現況調查,不同程度運動比例,偶爾運動,性別,整體,31.3,百分比
102,運動現況調查,不同程度運動比例,偶爾運動,性別,男,33.3,百分比
102,運動現況調查,不同程度運動比例,偶爾運動,性別,女,29.2,百分比
102,運動現況調查,不同程度運動比例,規律運動,性別,整體,31.3,百分比
102,運動現況調查,不同程度運動比例,規律運動,性別,男,35.6,百分比
102,運動現況調查,不同程度運動比例,規律運動,性別,女,27,百分比
102,運動現況調查,不同程度運動比例,拒答,性別,整體,0,百分比
102,運動現況調查,不同程度運動比例,拒答,性別,男,0,百分比
102,運動現況調查,不同程度運動比例,拒答,性別,女,0,百分比
102,運動現況調查,不同程度運動比例,沒有運動,年齡,整體,17.9,百分比
102,運動現況調查,不同程度運動比例,沒有運動,年齡,13-17歲,1.5,百分比
102,運動現況調查,不同程度運動比例,沒有運動,年齡,18-24歲,11.2,百分比
102,運動現況調查,不同程度運動比例,沒有運動,年齡,25-29歲,21.5,百分比
102,運動現況調查,不同程度運動比例,沒有運動,年齡,30-34歲,25.9,百分比
102,運動現況調查,不同程度運動比例,沒有運動,年齡,35-39歲,25,百分比
102,運動現況調查,不同程度運動比例,沒有運動,年齡,40-44歲,19.9,百分比
102,運動現況調查,不同程度運動比例,沒有運動,年齡,45-49歲,21,百分比
102,運動現況調查,不同程度運動比例,沒有運動,年齡,50-54歲,18.9,百分比
102,運動現況調查,不同程度運動比例,沒有運動,年齡,55-59歲,16,百分比
102,運動現況調查,不同程度運動比例,沒有運動,年齡,60-64歲,16.5,百分比
102,運動現況調查,不同程度運動比例,沒有運動,年齡,65-69歲,14.3,百分比
102,運動現況調查,不同程度運動比例,沒有運動,年齡,70歲及以上,17.9,百分比
102,運動現況調查,不同程度運動比例,沒有運動,年齡,拒答,32.7,百分比
102,運動現況調查,不同程度運動比例,極少運動,年齡,整體,3.2,百分比
102,運動現況調查,不同程度運動比例,極少運動,年齡,13-17歲,1.7,百分比
102,運動現況調查,不同程度運動比例,極少運動,年齡,18-24歲,3.5,百分比
102,運動現況調查,不同程度運動比例,極少運動,年齡,25-29歲,3.4,百分比
102,運動現況調查,不同程度運動比例,極少運動,年齡,30-34歲,4,百分比
102,運動現況調查,不同程度運動比例,極少運動,年齡,35-39歲,5.3,百分比
102,運動現況調查,不同程度運動比例,極少運動,年齡,40-44歲,4.8,百分比
102,運動現況調查,不同程度運動比例,極少運動,年齡,45-49歲,4.2,百分比
102,運動現況調查,不同程度運動比例,極少運動,年齡,50-54歲,3.5,百分比
102,運動現況調查,不同程度運動比例,極少運動,年齡,55-59歲,2.8,百分比
102,運動現況調查,不同程度運動比例,極少運動,年齡,60-64歲,0.6,百分比
102,運動現況調查,不同程度運動比例,極少運動,年齡,65-69歲,0.7,百分比
102,運動現況調查,不同程度運動比例,低度運動,身體質量指數,標準,16.6,百分比
102,運動現況調查,不同程度運動比例,低度運動,身體質量指數,過重,16.2,百分比
102,運動現況調查,不同程度運動比例,低度運動,身體質量指數,肥胖,15.1,百分比
102,運動現況調查,不同程度運動比例,低度運動,身體質量指數,不知道/拒答,12.4,百分比
102,運動現況調查,不同程度運動比例,偶爾運動,身體質量指數,整體,31.3,百分比
102,運動現況調查,不同程度運動比例,偶爾運動,身體質量指數,過輕,33.1,百分比
102,運動現況調查,不同程度運動比例,偶爾運動,身體質量指數,標準,32,百分比
102,運動現況調查,不同程度運動比例,偶爾運動,身體質量指數,過重,30,百分比
102,運動現況調查,不同程度運動比例,偶爾運動,身體質量指數,肥胖,30,百分比
102,運動現況調查,不同程度運動比例,偶爾運動,身體質量指數,不知道/拒答,23.4,百分比
102,運動現況調查,不同程度運動比例,規律運動,身體質量指數,整體,31.3,百分比
102,運動現況調查,不同程度運動比例,規律運動,身體質量指數,過輕,26.7,百分比
102,運動現況調查,不同程度運動比例,規律運動,身體質量指數,標準,31.5,百分比
102,運動現況調查,不同程度運動比例,規律運動,身體質量指數,過重,34.7,百分比
107,運動現況調查,有無運動比例,沒有運動,縣市,新竹市,12.6,百分比
107,運動現況調查,有無運動比例,沒有運動,縣市,苗栗縣,19,百分比
107,運動現況調查,有無運動比例,沒有運動,縣市,彰化縣,16.2,百分比
107,運動現況調查,有無運動比例,沒有運動,縣市,南投縣,21.9,百分比
107,運動現況調查,有無運動比例,沒有運動,縣市,雲林縣,22.8,百分比
107,運動現況調查,有無運動比例,沒有運動,縣市,嘉義縣,24.4,百分比
107,運動現況調查,有無運動比例,沒有運動,縣市,嘉義市,17.5,百分比
107,運動現況調查,有無運動比例,沒有運動,縣市,屏東縣,16.9,百分比
108,運動現況調查,有無運動比例,沒有運動,縣市,基隆市,16.3,百分比
108,運動現況調查,有無運動比例,沒有運動,縣市,新竹縣,16.9,百分比
108,運動現況調查,有無運動比例,沒有運動,縣市,新竹市,17.4,百分比
108,運動現況調查,有無運動比例,沒有運動,縣市,苗栗縣,11.8,百分比
108,運動現況調查,有無運動比例,沒有運動,縣市,彰化縣,15.9,百分比
108,運動現況調查,有無運動比例,沒有運動,縣市,南投縣,15.5,百分比
108,運動現況調查,有無運動比例,沒有運動,縣市,雲林縣,16.2,百分比
108,運動現況調查,有無運動比例,沒有運動,縣市,嘉義縣,14.5,百分比
108,運動現況調查,有無運動比例,沒有運動,縣市,嘉義市,18.8,百分比
108,運動現況調查,有無運動比例,沒有運動,縣市,屏東縣,23.8,百分比
108,運動現況調查,有無運動比例,沒有運動,縣市,宜蘭縣,20.7,百分比
108,運動現況調查,有無運動比例,沒有運動,縣市,花蓮縣,20.7,百分比
108,運動現況調查,有無運動比例,沒有運動,縣市,臺東縣,17.2,百分比
108,運動現況調查,有無運動比例,沒有運動,縣市,澎湖縣,15.5,百分比
108,運動現況調查,有無運動比例,沒有運動,縣市,金門縣,17.4,百分比
108,運動現況調查,有無運動比例,沒有運動,縣市,連江縣,20.3,百分比
108,運動現況調查,有無運動比例,有運動,縣市,整體,83.6,百分比
108,運動現況調查,有無運動比例,有運動,縣市,新北市,85.3,百分比
108,運動現況調查,有無運動比例,有運動,縣市,臺北市,88.2,百分比
108,運動現況調查,有無運動比例,有運動,縣市,桃園市,84.1,百分比
108,運動現況調查,有無運動比例,有運動,縣市,臺中市,85.5,百分比
108,運動現況調查,有無運動比例,有運動,縣市,臺南市,79.3,百分比
108,運動現況調查,有無運動比例,有運動,縣市,高雄市,82.8,百分比
108,運動現況調查,有無運動比例,有運動,縣市,基隆市,83.1,百分比
108,運動現況調查,有無運動比例,有運動,縣市,新竹縣,83.8,百分比
108,運動現況調查,有無運動比例,有運動,縣市,新竹市,84.5,百分比
108,運動現況調查,有無運動比例,有運動,縣市,苗栗縣,81.2,百分比
108,運動現況調查,有無運動比例,有運動,縣市,彰化縣,80.7,百分比
108,運動現況調查,有無運動比例,有運動,縣市,南投縣,82,百分比
108,運動現況調查,有無運動比例,有運動,縣市,雲林縣,76.2,百分比
108,運動現況調查,有無運動比例,有運動,縣市,嘉義縣,79.3,百分比
108,運動現況調查,有無運動比例,有運動,縣市,嘉義市,84.5,百分比
108,運動現況調查,有無運動比例,有運動,縣市,屏東縣,82.6,百分比
108,運動現況調查,有無運動比例,有運動,縣市,宜蘭縣,83.1,百分比
108,運動現況調查,有無運動比例,有運動,縣市,花蓮縣,82.7,百分比
108,運動現況調查,有無運動比例,有運動,縣市,臺東縣,83.9,百分比
108,運動現況調查,有無運動比例,有運動,縣市,澎湖縣,79.7,百分比
108,運動現況調查,有無運動比例,有運動,縣市,金門縣,81.1,百分比
108,運動現況調查,有無運動比例,有運動,縣市,連江縣,82.8,百分比
109,運動現況調查,有無運動比例,沒有運動,性別,整體,17.2,百分比
109,運動現況調查,有無運動比例,沒有運動,性別,男,16.6,百分比
109,運動現況調查,有無運動比例,沒有運動,性別,女,17.9,百分比
109,運動現況調查,有無運動比例,有運動,性別,整體,82.8,百分比
109,運動現況調查,有無運動比例,有運動,性別,男,83.4,百分比
109,運動現況調查,有無運動比例,有運動,性別,女,82.1,百分比
109,運動現況調查,有無運動比例,沒有運動,年齡,整體,17.2,百分比
109,運動現況調查,有無運動比例,沒有運動,年齡,13-17歲,3.6,百分比
109,運動現況調查,有無運動比例,沒有運動,年齡,18-24歲,15.2,百分比
109,運動現況調查,有無運動比例,沒有運動,年齡,25-29歲,20.2,百分比
109,運動現況調查,有無運動比例,沒有運動,年齡,30-34歲,20.1,百分比
109,運動現況調查,有無運動比例,沒有運動,年齡,35-39歲,25.5,百分比
109,運動現況調查,有無運動比例,沒有運動,年齡,40-44歲,22.3,百分比
109,運動現況調查,有無運動比例,沒有運動,年齡,45-49歲,19.5,百分比
109,運動現況調查,有無運動比例,沒有運動,年齡,50-54歲,17.3,百分比
109,運動現況調查,有無運動比例,沒有運動,年齡,55-59歲,16.6,百分比
109,運動現況調查,有無運動比例,沒有運動,年齡,60-64歲,13.6,百分比
109,運動現況調查,有無運動比例,沒有運動,年齡,65-69歲,12.1,百分比
109,運動現況調查,有無運動比例,沒有運動,年齡,70歲及以上,14.1,百分比
109,運動現況調查,有無運動比例,沒有運動,年齡,拒答,19.4,百分比
109,運動現況調查,有無運動比例,有運動,年齡,整體,82.8,百分比
109,運動現況調查,有無運動比例,有運動,年齡,13-17歲,96.4,百分比
109,運動現況調查,有無運動比例,有運動,年齡,18-24歲,84.8,百分比
109,運動現況調查,有無運動比例,有運動,年齡,25-29歲,79.8,百分比
109,運動現況調查,有無運動比例,有運動,年齡,30-34歲,79.9,百分比
109,運動現況調查,有無運動比例,有運動,年齡,35-39歲,74.5,百分比
109,運動現況調查,有無運動比例,有運動,年齡,40-44歲,77.7,百分比
109,運動現況調查,有無運動比例,有運動,年齡,45-49歲,80.5,百分比
109,運動現況調查,有無運動比例,有運動,年齡,50-54歲,82.7,百分比
109,運動現況調查,有無運動比例,有運動,年齡,55-59歲,83.4,百分比
109,運動現況調查,有無運動比例,有運動,年齡,60-64歲,86.4,百分比
109,運動現況調查,有無運動比例,有運動,年齡,65-69歲,87.9,百分比
109,運動現況調查,有無運動比例,有運動,年齡,70歲及以上,85.9,百分比
109,運動現況調查,有無運動比例,有運動,年齡,拒答,80.6,百分比
109,運動現況調查,有無運動比例,沒有運動,身體質量指數,整體,17.2,百分比
109,運動現況調查,有無運動比例,沒有運動,身體質量指數,過輕,21.1,百分比
109,運動現況調查,有無運動比例,沒有運動,身體質量指數,標準,15.2,百分比
109,運動現況調查,有無運動比例,沒有運動,身體質量指數,過重,16,百分比
109,運動現況調查,有無運動比例,沒有運動,身體質量指數,肥胖,20.3,百分比
109,運動現況調查,有無運動比例,沒有運動,身體質量指數,不知道/拒答,25.2,百分比
109,運動現況調查,有無運動比例,有運動,身體質量指數,整體,82.8,百分比
109,運動現況調查,有無運動比例,有運動,身體質量指數,過輕,78.9,百分比
109,運動現況調查,有無運動比例,有運動,身體質量指數,標準,84.8,百分比
109,運動現況調查,有無運動比例,有運動,身體質量指數,過重,84,百分比
109,運動現況調查,有無運動比例,有運動,身體質量指數,肥胖,79.7,百分比
109,運動現況調查,有無運動比例,有運動,身體質量指數,不知道/拒答,74.8,百分比
109,運動現況調查,有無運動比例,沒有運動,縣市,整體,17.2,百分比
109,運動現況調查,有無運動比例,沒有運動,縣市,新北市,18.5,百分比
109,運動現況調查,有無運動比例,沒有運動,縣市,臺北市,13.4,百分比
109,運動現況調查,有無運動比例,沒有運動,縣市,桃園市,15.9,百分比
102,運動現況調查,不同程度運動比例,極少運動,年齡,70歲及以上,1.2,百分比
102,運動現況調查,不同程度運動比例,極少運動,年齡,拒答,5.5,百分比
102,運動現況調查,不同程度運動比例,低度運動,年齡,整體,16.4,百分比
106,運動現況調查,有無運動比例,沒有運動,縣市,南投縣,18.5,百分比
106,運動現況調查,有無運動比例,沒有運動,縣市,雲林縣,22.7,百分比
106,運動現況調查,有無運動比例,沒有運動,縣市,嘉義縣,20.4,百分比
106,運動現況調查,有無運動比例,沒有運動,縣市,嘉義市,14.7,百分比
106,運動現況調查,有無運動比例,沒有運動,縣市,屏東縣,15.8,百分比
106,運動現況調查,有無運動比例,沒有運動,縣市,宜蘭縣,18.1,百分比
106,運動現況調查,有無運動比例,沒有運動,縣市,花蓮縣,15.3,百分比
106,運動現況調查,有無運動比例,沒有運動,縣市,臺東縣,19.4,百分比
106,運動現況調查,有無運動比例,沒有運動,縣市,澎湖縣,16.2,百分比
106,運動現況調查,有無運動比例,沒有運動,縣市,金門縣,11.1,百分比
106,運動現況調查,有無運動比例,沒有運動,縣市,連江縣,15.9,百分比
106,運動現況調查,有無運動比例,有運動,縣市,整體,85.3,百分比
106,運動現況調查,有無運動比例,有運動,縣市,新北市,88.5,百分比
106,運動現況調查,有無運動比例,有運動,縣市,臺北市,87.6,百分比
106,運動現況調查,有無運動比例,有運動,縣市,桃園市,84.1,百分比
106,運動現況調查,有無運動比例,有運動,縣市,臺中市,85.9,百分比
106,運動現況調查,有無運動比例,有運動,縣市,臺南市,85.7,百分比
106,運動現況調查,有無運動比例,有運動,縣市,高雄市,83.7,百分比
107,運動現況調查,有無運動比例,沒有運動,縣市,宜蘭縣,19.7,百分比
107,運動現況調查,有無運動比例,沒有運動,縣市,花蓮縣,15.5,百分比
107,運動現況調查,有無運動比例,沒有運動,縣市,臺東縣,21.7,百分比
107,運動現況調查,有無運動比例,沒有運動,縣市,澎湖縣,19.7,百分比
107,運動現況調查,有無運動比例,沒有運動,縣市,金門縣,19.5,百分比
107,運動現況調查,有無運動比例,沒有運動,縣市,連江縣,20.5,百分比
107,運動現況調查,有無運動比例,有運動,縣市,整體,83.1,百分比
107,運動現況調查,有無運動比例,有運動,縣市,新北市,85.7,百分比
107,運動現況調查,有無運動比例,有運動,縣市,臺北市,85.8,百分比
107,運動現況調查,有無運動比例,有運動,縣市,桃園市,82.3,百分比
107,運動現況調查,有無運動比例,有運動,縣市,臺中市,82,百分比
107,運動現況調查,有無運動比例,有運動,縣市,臺南市,85.6,百分比
107,運動現況調查,有無運動比例,有運動,縣市,高雄市,80.5,百分比
107,運動現況調查,有無運動比例,有運動,縣市,基隆市,83.5,百分比
107,運動現況調查,有無運動比例,有運動,縣市,新竹縣,84.9,百分比
107,運動現況調查,有無運動比例,有運動,縣市,新竹市,87.4,百分比
107,運動現況調查,有無運動比例,有運動,縣市,苗栗縣,81,百分比
107,運動現況調查,有無運動比例,有運動,縣市,彰化縣,83.8,百分比
107,運動現況調查,有無運動比例,有運動,縣市,南投縣,78.1,百分比
107,運動現況調查,有無運動比例,有運動,縣市,雲林縣,77.2,百分比
107,運動現況調查,有無運動比例,有運動,縣市,嘉義縣,75.6,百分比
107,運動現況調查,有無運動比例,有運動,縣市,嘉義市,82.5,百分比
107,運動現況調查,有無運動比例,有運動,縣市,屏東縣,83.1,百分比
107,運動現況調查,有無運動比例,有運動,縣市,宜蘭縣,80.4,百分比
107,運動現況調查,有無運動比例,有運動,縣市,花蓮縣,84.5,百分比
107,運動現況調查,有無運動比例,有運動,縣市,臺東縣,78.3,百分比
107,運動現況調查,有無運動比例,有運動,縣市,澎湖縣,80.3,百分比
107,運動現況調查,有無運動比例,有運動,縣市,金門縣,80.5,百分比
107,運動現況調查,有無運動比例,有運動,縣市,連江縣,79.5,百分比
108,運動現況調查,有無運動比例,沒有運動,性別,整體,16.4,百分比
108,運動現況調查,有無運動比例,沒有運動,性別,男,15.2,百分比
108,運動現況調查,有無運動比例,沒有運動,性別,女,17.5,百分比
108,運動現況調查,有無運動比例,有運動,性別,整體,83.6,百分比
108,運動現況調查,有無運動比例,有運動,性別,男,84.8,百分比
108,運動現況調查,有無運動比例,有運動,性別,女,82.5,百分比
108,運動現況調查,有無運動比例,沒有運動,年齡,整體,16.4,百分比
108,運動現況調查,有無運動比例,沒有運動,年齡,13-17歲,2.4,百分比
108,運動現況調查,有無運動比例,沒有運動,年齡,18-24歲,14.2,百分比
108,運動現況調查,有無運動比例,沒有運動,年齡,25-29歲,16.9,百分比
108,運動現況調查,有無運動比例,沒有運動,年齡,30-34歲,19.9,百分比
108,運動現況調查,有無運動比例,沒有運動,年齡,35-39歲,22.6,百分比
108,運動現況調查,有無運動比例,沒有運動,年齡,40-44歲,21.7,百分比
108,運動現況調查,有無運動比例,沒有運動,年齡,45-49歲,17.4,百分比
108,運動現況調查,有無運動比例,沒有運動,年齡,50-54歲,17.7,百分比
108,運動現況調查,有無運動比例,沒有運動,年齡,55-59歲,16.2,百分比
108,運動現況調查,有無運動比例,沒有運動,年齡,60-64歲,14.8,百分比
108,運動現況調查,有無運動比例,沒有運動,年齡,65-69歲,12.7,百分比
108,運動現況調查,有無運動比例,沒有運動,年齡,70歲及以上,14,百分比
108,運動現況調查,有無運動比例,沒有運動,年齡,拒答,15.9,百分比
108,運動現況調查,有無運動比例,有運動,年齡,整體,83.6,百分比
108,運動現況調查,有無運動比例,有運動,年齡,13-17歲,97.6,百分比
108,運動現況調查,有無運動比例,有運動,年齡,18-24歲,85.8,百分比
108,運動現況調查,有無運動比例,有運動,年齡,25-29歲,83.1,百分比
108,運動現況調查,有無運動比例,有運動,年齡,30-34歲,80.1,百分比
108,運動現況調查,有無運動比例,有運動,年齡,35-39歲,77.4,百分比
108,運動現況調查,有無運動比例,有運動,年齡,40-44歲,78.3,百分比
108,運動現況調查,有無運動比例,有運動,年齡,45-49歲,82.6,百分比
108,運動現況調查,有無運動比例,有運動,年齡,50-54歲,82.3,百分比
108,運動現況調查,有無運動比例,有運動,年齡,55-59歲,83.8,百分比
108,運動現況調查,有無運動比例,有運動,年齡,60-64歲,85.2,百分比
108,運動現況調查,有無運動比例,有運動,年齡,65-69歲,87.3,百分比
108,運動現況調查,有無運動比例,有運動,年齡,70歲及以上,86,百分比
108,運動現況調查,有無運動比例,有運動,年齡,拒答,84.1,百分比
108,運動現況調查,有無運動比例,沒有運動,身體質量指數,整體,16.4,百分比
108,運動現況調查,有無運動比例,沒有運動,身體質量指數,過輕,21.5,百分比
108,運動現況調查,有無運動比例,沒有運動,身體質量指數,標準,14.4,百分比
108,運動現況調查,有無運動比例,沒有運動,身體質量指數,過重,15,百分比
108,運動現況調查,有無運動比例,沒有運動,身體質量指數,肥胖,18.9,百分比
108,運動現況調查,有無運動比例,沒有運動,身體質量指數,不知道/拒答,15.9,百分比
108,運動現況調查,有無運動比例,有運動,身體質量指數,整體,83.6,百分比
108,運動現況調查,有無運動比例,有運動,身體質量指數,過輕,78.5,百分比
108,運動現況調查,有無運動比例,有運動,身體質量指數,標準,85.6,百分比
108,運動現況調查,有無運動比例,有運動,身體質量指數,過重,85,百分比
108,運動現況調查,有無運動比例,有運動,身體質量指數,肥胖,81.1,百分比
108,運動現況調查,有無運動比例,有運動,身體質量指數,不知道/拒答,84.1,百分比
108,運動現況調查,有無運動比例,沒有運動,縣市,整體,16.4,百分比
108,運動現況調查,有無運動比例,沒有運動,縣市,新北市,20.9,百分比
108,運動現況調查,有無運動比例,沒有運動,縣市,臺北市,16.2,百分比
108,運動現況調查,有無運動比例,沒有運動,縣市,桃園市,17.2,百分比
